SRR          CE              FP               GO              IOGA  NP  OA
SRR1945842:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945843:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945844:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945845:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945846:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945847:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945848:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945849:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945850:  SUCCESS         SUCCESS          -               -     -   -
SRR1945851:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945852:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945854:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945855:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945856:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1945858:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945859:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945860:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945861:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1945862:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945863:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945864:  SUCCESS         SUCCESS          -               -     -   -
SRR1945865:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945866:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945867:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945868:  INCOMPLETE_low  ERROR            INCOMPLETE_low  -     -   -
SRR1945871:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1945872:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945873:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945875:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1945876:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945877:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945879:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1945881:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1945882:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945883:  PARTIAL         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945885:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1945886:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1945887:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945889:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1945890:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945891:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945892:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945893:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945894:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945895:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945896:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1945897:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945898:  SUCCESS         SUCCESS          -               -     -   -
SRR1945900:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945901:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945902:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945903:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945904:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945905:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945906:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945907:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945908:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945909:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945910:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1945912:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945913:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945914:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1945916:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1945917:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945918:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1945920:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945921:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945922:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945923:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945924:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1945925:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945926:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945927:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1945928:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1945929:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945930:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1945931:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945933:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1945934:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945935:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945937:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945938:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945939:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945940:  SUCCESS         SUCCESS          -               -     -   -
SRR1945941:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945942:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945943:  ERROR           INCOMPLETE_low   ERROR           -     -   -
SRR1945944:  ERROR           INCOMPLETE_low   ERROR           -     -   -
SRR1945945:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945946:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945947:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945948:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945949:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945950:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945951:  INCOMPLETE_low  ERROR            INCOMPLETE_low  -     -   -
SRR1945952:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1945954:  INCOMPLETE_low  PARTIAL          INCOMPLETE_low  -     -   -
SRR1945955:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945956:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945958:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945959:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945960:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945961:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945962:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945963:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945964:  ERROR           INCOMPLETE_low   ERROR           -     -   -
SRR1945965:  ERROR           INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945966:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1945967:  ERROR           INCOMPLETE_low   ERROR           -     -   -
SRR1945968:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945969:  INCOMPLETE_low  ERROR            INCOMPLETE_low  -     -   -
SRR1945971:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945972:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945973:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1945975:  ERROR           INCOMPLETE_low   -               -     -   -
SRR1945976:  ERROR           INCOMPLETE_low   ERROR           -     -   -
SRR1945977:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1945979:  SUCCESS         SUCCESS          -               -     -   -
SRR1945981:  ERROR           INCOMPLETE_low   -               -     -   -
SRR1945982:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1945983:  ERROR           INCOMPLETE_low   ERROR           -     -   -
SRR1945985:  ERROR           INCOMPLETE_low   -               -     -   -
SRR1945986:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945987:  ERROR           INCOMPLETE_low   ERROR           -     -   -
SRR1945989:  SUCCESS         INCOMPLETE_low   -               -     -   -
SRR1945990:  SUCCESS         SUCCESS          -               -     -   -
SRR1945991:  SUCCESS         SUCCESS          -               -     -   -
SRR1945992:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1945993:  ERROR           INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945994:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945995:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945996:  ERROR           INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1945997:  ERROR           INCOMPLETE_low   ERROR           -     -   -
SRR1945998:  ERROR           INCOMPLETE_low   ERROR           -     -   -
SRR1945999:  SUCCESS         SUCCESS          -               -     -   -
SRR1946000:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946001:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946003:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946004:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946005:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946007:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946008:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946009:  ERROR           INCOMPLETE_low   ERROR           -     -   -
SRR1946010:  SUCCESS         SUCCESS          -               -     -   -
SRR1946011:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946012:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946013:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946014:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946015:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946016:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946017:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946018:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946020:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946022:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946023:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946024:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946026:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946027:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946028:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946030:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946031:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946032:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946033:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946034:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946035:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946036:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946037:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946039:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946041:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946042:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946043:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946045:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946046:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946047:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946049:  INCOMPLETE_low  PARTIAL          -               -     -   -
SRR1946050:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946051:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946052:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946053:  SUCCESS         SUCCESS          -               -     -   -
SRR1946054:  SUCCESS         SUCCESS          -               -     -   -
SRR1946055:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946056:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946057:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946058:  ERROR           INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946059:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946060:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946061:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946062:  INCOMPLETE_low  ERROR            -               -     -   -
SRR1946064:  ERROR           INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946065:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946066:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946068:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946069:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946070:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946071:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946072:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946073:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946074:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946075:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946076:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946077:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946078:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946079:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946080:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946081:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946082:  ERROR           INCOMPLETE_low   ERROR           -     -   -
SRR1946083:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946084:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946085:  INCOMPLETE_low  ERROR            ERROR           -     -   -
SRR1946086:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946087:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946088:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946089:  ERROR           INCOMPLETE_low   ERROR           -     -   -
SRR1946090:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946091:  INCOMPLETE_low  ERROR            ERROR           -     -   -
SRR1946092:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946094:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946095:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946096:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946098:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946099:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946100:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946101:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946103:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946104:  INCOMPLETE_low  INCOMPLETE_low   ERROR           -     -   -
SRR1946105:  SUCCESS         SUCCESS          -               -     -   -
SRR1946107:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946108:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946109:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946110:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946111:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946112:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946113:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946114:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946115:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946116:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946117:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946118:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946119:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946120:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946122:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946123:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946124:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946126:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946127:  INCOMPLETE_low  ERROR            INCOMPLETE_low  -     -   -
SRR1946128:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946130:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946131:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946132:  INCOMPLETE_low  ERROR            INCOMPLETE_low  -     -   -
SRR1946133:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946134:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946135:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946136:  SUCCESS         SUCCESS          -               -     -   -
SRR1946137:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946138:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946139:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946141:  SUCCESS         SUCCESS          -               -     -   -
SRR1946142:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946143:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946145:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946146:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946147:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946149:  SUCCESS         INCOMPLETE_low   -               -     -   -
SRR1946150:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946151:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946152:  INCOMPLETE_low  ERROR            INCOMPLETE_low  -     -   -
SRR1946153:  SUCCESS         SUCCESS          -               -     -   -
SRR1946154:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946155:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946156:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946157:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946158:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946159:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946160:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946161:  INCOMPLETE_low  ERROR            INCOMPLETE_low  -     -   -
SRR1946162:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946164:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946165:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946166:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946168:  INCOMPLETE_low  ERROR            INCOMPLETE_low  -     -   -
SRR1946169:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946170:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946171:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946172:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946173:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946174:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946175:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946176:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946177:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946178:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946179:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946180:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946181:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946182:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946183:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946184:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946185:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946186:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946187:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946188:  SUCCESS         SUCCESS          -               -     -   -
SRR1946189:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946190:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946191:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946192:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946194:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946195:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946196:  SUCCESS         SUCCESS          -               -     -   -
SRR1946198:  INCOMPLETE_low  ERROR            INCOMPLETE_low  -     -   -
SRR1946199:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946200:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946201:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946203:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946204:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946205:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946207:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946208:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946209:  SUCCESS         SUCCESS          -               -     -   -
SRR1946210:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946211:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946212:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946213:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946214:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946215:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946216:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946217:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946218:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946219:  SUCCESS         SUCCESS          -               -     -   -
SRR1946220:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946222:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946223:  SUCCESS         INCOMPLETE_high  INCOMPLETE_low  -     -   -
SRR1946224:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946226:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946227:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946228:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946230:  INCOMPLETE_low  ERROR            INCOMPLETE_low  -     -   -
SRR1946231:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946232:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946233:  SUCCESS         SUCCESS          -               -     -   -
SRR1946234:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946235:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946236:  INCOMPLETE_low  SUCCESS          -               -     -   -
